activity_name,geography,reference_product_name,reference_product_unit,reference_product_amount,climate change: total (incl. biogenic CO2): global warming potential (GWP100) [IPCC 2021 (incl. biogenic CO2)],climate change: fossil: global warming potential (GWP100) [IPCC 2021],climate change: biogenic (incl. CO2): global warming potential (GWP100) [IPCC 2021 (incl. biogenic CO2)],climate change: direct land use change: global warming potential (GWP100) [IPCC 2021],climate change: aircraft emissions: global warming potential (GWP100) [IPCC 2021],climate change: global warming potential (GWP20) [IPCC 2013],climate change: global temperature change potential (GTP100) [IPCC 2013]
"PS/ABS, pellets, recycled to generic market for polystyrene, high impact",RER,"polystyrene, high impact",kg,1,1.463726008925446,1.455719049999239,0.0072196476042198,0.0007873113219875,5.533892900688591e-09,1.747248015235052,1.334615120460335
[sulfonyl]urea-compound production,RoW,[sulfonyl]urea-compound,kg,1,12.04139136602971,11.9937281203492,0.0353015788447265,0.012361666835782,1.183736056245322e-07,14.8084356408947,11.20345763168838
[sulfonyl]urea-compound production,RER,[sulfonyl]urea-compound,kg,1,9.30531957057127,9.205305876662658,0.0915720520557009,0.0084416418529101,1.172912873473722e-07,11.75055772629443,8.554141068464544
[thio]carbamate-compound production,RoW,[thio]carbamate-compound,kg,1,10.97200896115633,10.91982819887818,0.0418473870141507,0.0103333752639982,1.086595396503376e-07,13.09351847051951,10.14154430870486
[thio]carbamate-compound production,RER,[thio]carbamate-compound,kg,1,8.506417032223837,8.43279022742531,0.0664660311690339,0.007160773629491,1.054352033635697e-07,10.37007341548746,7.794539886777143
"abrasive blasting, alumina, carbon steel substrate",GLO,"abrasive blasting, alumina, carbon steel substrate",m2,1,22.27321871701492,22.0801298426441,0.1483583270338597,0.0447305473369606,6.930013892425763e-08,24.96152200617345,20.9821286093807
"absorption chiller production, 100kW",CH,"absorption chiller, 100kW",unit,1,25749.14605388157,25662.81253686234,47.10143637718411,39.23208064204938,0.0026056334249584,30163.67501832784,24519.55481119675
"absorption chiller production, 100kW",RoW,"absorption chiller, 100kW",unit,1,26902.39480816263,26863.22494499844,-2.037923093403099,41.20778625759127,0.0033035558408233,32105.90018644679,25701.13097114738
"acetaldehyde production, ethylene oxidation",RoW,acetaldehyde,kg,1,2.540254463235479,2.52718488706585,0.0114560205015688,0.0016135556680607,1.6475948341271822e-08,3.257365062633335,2.237551358614604
"acetaldehyde production, ethylene oxidation",RER,acetaldehyde,kg,1,1.992417345026317,1.975178209597922,0.0160763885950714,0.0011627468333239,1.5624560311687622e-08,2.64027643599544,1.697831804434527
"acetamide-anillide-compound production, unspecified",RoW,"acetamide-anillide-compound, unspecified",kg,1,13.82321068923673,13.76358979769217,0.0473859817879752,0.0122349097565894,1.324387696521405e-07,16.41020424890569,12.46939205650528
"acetamide-anillide-compound production, unspecified",RER,"acetamide-anillide-compound, unspecified",kg,1,10.55122990721149,10.45053324189365,0.0924624025415173,0.0082342627763169,1.324828812718763e-07,12.84312227628531,9.354844261497746
acetanilide production,RoW,acetanilide,kg,1,5.585813432830625,5.592006611322168,-0.0086191541716995,0.0024259756801572,5.9548969898292376e-08,6.721518498821338,5.024988821746832
acetanilide production,RER,acetanilide,kg,1,4.360402371198083,4.354193490350582,0.0043920831806192,0.0018167976668802,4.9491188710818293e-08,5.475727136333162,3.898613558688999
"acetic acid production, from acetaldehyde oxidation",RoW,acetic acid,kg,1,3.429912251288814,3.415450499275448,0.0117188891656796,0.0027428628476864,2.2731526309917483e-08,4.198979047399127,3.102376437551897
"acetic acid production, from acetaldehyde oxidation",RoW,methyl acetate,kg,1,4.783378726736143,4.763210269975747,0.0163432417593269,0.0038252150010683,3.170153969281532e-08,5.855924460397656,4.326595074884789
"acetic acid production, from acetaldehyde oxidation",IN,acetic acid,kg,1,3.640569059249793,3.627449700056272,0.0108872329857839,0.002232126207737,2.2453944237297662e-08,4.415052487505609,3.31219489273855
"acetic acid production, from acetaldehyde oxidation",IN,methyl acetate,kg,1,5.077162129930797,5.05886578323822,0.0151834084494873,0.0031129382430899,3.1314421864768696e-08,6.157261935264444,4.619209305653919
"acetic acid production, from acetaldehyde oxidation",RER,acetic acid,kg,1,3.202540965429644,3.186433523180103,0.0142970881439027,0.0018103541056393,2.2577961441638422e-08,3.935357510241872,2.885134730344515
"acetic acid production, from acetaldehyde oxidation",RER,methyl acetate,kg,1,4.466285200089577,4.443821652641785,0.0199388154190001,0.0025247320287919,3.148737709322244e-08,5.488276089138683,4.023628326850588
"acetic acid production, from acetaldehyde oxidation",UN-EASIA,acetic acid,kg,1,3.489069696510188,3.48118900183551,0.0061978757636928,0.0016828189109845,2.249638766492702e-08,4.263944078246737,3.165429495241288
"acetic acid production, from acetaldehyde oxidation",UN-EASIA,methyl acetate,kg,1,4.865880098278113,4.854889628406883,0.0086435992838772,0.0023468705873533,3.13736137548501e-08,5.946525129969129,4.414529293812326
"acetic acid production, from acetaldehyde oxidation",US,acetic acid,kg,1,3.397586423995465,3.387959930016628,0.0079753741150007,0.0016511198638359,2.2479316305063463e-08,4.15880757674819,3.07731563307532
"acetic acid production, from acetaldehyde oxidation",US,methyl acetate,kg,1,4.738296910272438,4.724871736933348,0.011122510456389,0.0023026628827011,3.134980592136787e-08,5.79990105686562,4.291645108172625
"acetic acid production, from high-pressure methanol carbonylation",RoW,acetic acid,kg,1,2.530243379728502,2.523705885649881,0.0042797349386987,0.0022577591399222,1.668329958880898e-08,3.269986490496415,2.303731756375309
"acetic acid production, from high-pressure methanol carbonylation",IN,acetic acid,kg,1,2.796894168251607,2.792055886973136,0.0032270160431642,0.0016112652353074,1.633193426520384e-08,3.543493692428794,2.569321355447781
"acetic acid production, from high-pressure methanol carbonylation",RER,acetic acid,kg,1,2.295714903767478,2.287245958964517,0.0075967281789077,0.0008722166240532,1.6846882086168232e-08,2.916024907809581,2.11491529466043
"acetic acid production, from high-pressure methanol carbonylation",UN-EASIA,acetic acid,kg,1,3.233176059232712,3.243972915095006,-0.0115708330991599,0.0007739772368654,1.7865112723357922e-08,4.006585611767671,2.999652246139126
"acetic acid production, from high-pressure methanol carbonylation",US,acetic acid,kg,1,2.408511854800465,2.409035065699603,-0.0010588309580736,0.0005356200589365,1.4938423610982792e-08,3.121262022794288,2.200854611565932
"acetic acid production, from low-pressure methanol carbonylation",RoW,acetic acid,kg,1,1.84225600689952,1.839024271484219,0.0018182170305405,0.0014135183847609,1.4935394882883952e-08,2.437014680918437,1.657654372747609
"acetic acid production, from low-pressure methanol carbonylation",RoW,propionic acid,kg,1,4.895695207924447,4.887107046709765,0.0048318129348185,0.0037563482798646,3.9690000131770514e-08,6.476234057769943,4.405126398645038
"acetic acid production, from low-pressure methanol carbonylation",IN,acetic acid,kg,1,1.975840754726319,1.973460279861686,0.0012908322666543,0.001089642597979,1.4759370428724852e-08,2.574034306318263,1.790707495151363
"acetic acid production, from low-pressure methanol carbonylation",IN,propionic acid,kg,1,5.250689414667784,5.244363432098735,0.0034303165892396,0.0028956659798081,3.9222224712134444e-08,6.840356264970914,4.758707839721572
"acetic acid production, from low-pressure methanol carbonylation",RER,acetic acid,kg,1,1.70034430240612,1.694964938956845,0.0047580660333339,0.0006212974159409,1.5190539036344062e-08,2.198724467923733,1.552847909429235
"acetic acid production, from low-pressure methanol carbonylation",RER,propionic acid,kg,1,4.518572566426879,4.504277200439922,0.0126443018728898,0.0016510641140678,4.036803185197486e-08,5.84299076830074,4.126608918823766
"acetic acid production, from low-pressure methanol carbonylation",UN-EASIA,acetic acid,kg,1,2.446854522490506,2.455926031228949,-0.0096846268676684,0.0006131181292252,1.61221252871124e-08,3.069056687038501,2.253939305359611
"acetic acid production, from low-pressure methanol carbonylation",UN-EASIA,propionic acid,kg,1,6.502382901932055,6.52648994334927,-0.0257363695213978,0.0016293281041819,4.284367167974963e-08,8.155851336248293,5.989721197746364
"acetic acid production, from low-pressure methanol carbonylation",US,acetic acid,kg,1,1.74873303763873,1.749416853874648,-0.0010976269581845,0.0004138107222664,1.3487643982558321e-08,2.323098157798981,1.577465089899337
"acetic acid production, from low-pressure methanol carbonylation",US,propionic acid,kg,1,4.647163000280043,4.648980204760174,-0.0029168839830879,0.0010996795029573,3.5842680802438e-08,6.173507089177819,4.192027737928565
"acetic acid production, from n-butane oxidation",RoW,acetic acid,kg,1,2.198394386820866,2.185884807850437,0.0091283072947581,0.0033812716756705,1.3187052956085131e-08,2.74989139507458,1.955252965907937
"acetic acid production, from n-butane oxidation",RoW,"acetone, liquid",kg,1,2.562560738219896,2.547978934284507,0.010640421036455,0.003941382898934,1.537150220210051e-08,3.205413808200859,2.279142684206627
"acetic acid production, from n-butane oxidation",RoW,ethyl acetate,kg,1,3.77434148894496,3.752864258471496,0.015672050999124,0.0058051794743404,2.26403603409202e-08,4.721186173301694,3.356901034159322
"acetic acid production, from n-butane oxidation",RoW,formic acid,kg,1,2.916945408056742,2.900347040105447,0.012111918683199,0.0044864492680963,1.74972761014399e-08,3.648700672456344,2.594332570482141
"acetic acid production, from n-butane oxidation",RoW,methyl acetate,kg,1,3.065895618450212,3.048449675363741,0.0127303988340952,0.0047155442523756,1.8390752869784993e-08,3.835017060594453,2.726808955242931
"acetic acid production, from n-butane oxidation",RoW,methyl ethyl ketone,kg,1,4.608716207057972,4.582491113102988,0.0191365926080237,0.0070885013469599,2.7645351100960613e-08,5.764875090705077,4.098994287330461
"acetic acid production, from n-butane oxidation",IN,acetic acid,kg,1,2.708120440618723,2.698859229603412,0.0071157723629169,0.0021454386523931,1.2515382541066921e-08,3.272724331400704,2.462950641404038
"acetic acid production, from n-butane oxidation",IN,"acetone, liquid",kg,1,3.156723451034625,3.145928110635979,0.008294507568176,0.0025008328304697,1.4588568873631372e-08,3.814854572473843,2.870941015712202
"acetic acid production, from n-butane oxidation",IN,ethyl acetate,kg,1,4.649471176492789,4.633570948043103,0.0122168046899375,0.0036834237597484,2.148719440785694e-08,5.618818579567206,4.228548274505917
"acetic acid production, from n-butane oxidation",IN,formic acid,kg,1,3.593276771030578,3.580988508694165,0.0094415813846777,0.0028466809517357,1.66060684343492e-08,4.342422937187377,3.267972574340165
"acetic acid production, from n-butane oxidation",IN,methyl acetate,kg,1,3.776763006175265,3.763847258917357,0.0099237040633573,0.0029920431945507,1.7454036785169052e-08,4.564163394970686,3.434847552926853
"acetic acid production, from n-butane oxidation",IN,methyl ethyl ketone,kg,1,5.67730641970637,5.657891207604702,0.0149175123496088,0.0044976997520594,2.6237260566317122e-08,6.860942585088805,5.16333220566379
"acetic acid production, from n-butane oxidation",RER,acetic acid,kg,1,1.867671872825353,1.856542854918757,0.0099358173971355,0.0011932005094591,1.2667446674466272e-08,2.363802146732731,1.643843015728438
"acetic acid production, from n-butane oxidation",RER,"acetone, liquid",kg,1,2.177053690580525,2.164081139106889,0.0115816960399183,0.0013908554337176,1.4765822591288891e-08,2.755368468210519,1.916147346970975
"acetic acid production, from n-butane oxidation",RER,ethyl acetate,kg,1,3.206536315594532,3.187429319021085,0.0170584350348625,0.0020485615385848,2.174826765800545e-08,4.058323914742383,2.822252882727095
"acetic acid production, from n-butane oxidation",RER,formic acid,kg,1,2.478125365427704,2.463358798576264,0.0131833655988254,0.0015832012526156,1.680783513204205e-08,3.136417131885891,2.181137454244212
"acetic acid production, from n-butane oxidation",RER,methyl acetate,kg,1,2.60466777295521,2.589147169626694,0.0138565578615996,0.0016640454669162,1.7666106449789852e-08,3.29657439447493,2.292514541319401
"acetic acid production, from n-butane oxidation",RER,methyl ethyl ketone,kg,1,3.915389195568364,3.892058311218293,0.0208294576000836,0.0025014267499867,2.655604796875634e-08,4.955477201558792,3.446154154079025
"acetic acid production, from n-butane oxidation",UN-EASIA,acetic acid,kg,1,2.341537475044219,2.344952259097406,-0.0042310639935307,0.0008162799403438,1.2618082891293711e-08,2.907087355854002,2.107822450200079
"acetic acid production, from n-butane oxidation",UN-EASIA,"acetone, liquid",kg,1,2.729415630148167,2.733396076785338,-0.0049319442115192,0.0009514975743486,1.470828164512434e-08,3.388649445862133,2.456985464665542
"acetic acid production, from n-butane oxidation",UN-EASIA,ethyl acetate,kg,1,4.02009852870817,4.02596124433599,-0.0072641562719133,0.0014014406440915,2.166351681603646e-08,4.991070066847459,3.618841902441624
"acetic acid production, from n-butane oxidation",UN-EASIA,formic acid,kg,1,3.106875193354274,3.111406108609136,-0.0056139984531944,0.0010830831983328,1.674233666567853e-08,3.857276548882092,2.796769794341293
"acetic acid production, from n-butane oxidation",UN-EASIA,methyl acetate,kg,1,3.265523933381482,3.270286214221253,-0.0059006703423706,0.0011383895025988,1.759726338514399e-08,4.054243606241084,2.93958338562024
"acetic acid production, from n-butane oxidation",UN-EASIA,methyl ethyl ketone,kg,1,4.908801521402917,4.915960278131861,-0.0088700068181502,0.0017112500892068,2.645256168355178e-08,6.094420861232552,4.41884110788958
"acetic acid production, from n-butane oxidation",US,acetic acid,kg,1,2.120175426171765,2.119365900137808,6.994826911627983e-05,0.0007395777648398,1.2576775326339611e-08,2.652688592634695,1.894613362604482
"acetic acid production, from n-butane oxidation",US,"acetone, liquid",kg,1,2.471384724150087,2.470441099273851,8.153527375179261e-05,0.0008620896024846,1.466013143860489e-08,3.092109258903121,2.208458066588314
"acetic acid production, from n-butane oxidation",US,ethyl acetate,kg,1,3.640050267055959,3.638660421942335,0.0001200915794673,0.0012697535341567,2.1592597395585652e-08,4.554302300103137,3.252791156517027
"acetic acid production, from n-butane oxidation",US,formic acid,kg,1,2.813160373189415,2.812086251429641,9.28110459266994e-05,0.0009813107138478,1.668752761390554e-08,3.519726876886724,2.513872752415482
"acetic acid production, from n-butane oxidation",US,methyl acetate,kg,1,2.956810929109907,2.955681958650645,9.7550327224004e-05,0.0010314201320376,1.7539655577002923e-08,3.699457377633055,2.642240556057066
"acetic acid production, from n-butane oxidation",US,methyl ethyl ketone,kg,1,4.444737899160258,4.443040807967206,0.0001466396218368,0.0015504515712151,2.6365964463205633e-08,5.561099037754016,3.971869361880517
"acetic acid production, from naphtha oxidation",RoW,acetic acid,kg,1,2.925616771094409,2.907431759488717,0.013605788545938,0.0045792230597539,1.25846729655924e-08,3.508003247955188,2.664057027343702
"acetic acid production, from naphtha oxidation",RoW,butyric acid,kg,1,8.070086768998298,8.019924826052405,0.0375305115868916,0.0126314313589979,3.471384352019232e-08,9.67655465904924,7.348594518816951
"acetic acid production, from naphtha oxidation",RoW,formic acid,kg,1,3.881862352513833,3.85773352175595,0.018052876526608,0.0060759542312756,1.669800661744009e-08,4.654603390053525,3.534811114555821
"acetic acid production, from naphtha oxidation",RoW,propionic acid,kg,1,7.774667555881958,7.726341875932693,0.0361566435581801,0.0121690363910846,3.3443084403152925e-08,9.322327964234107,7.079586753175618
"acetic acid production, from naphtha oxidation",RoW,succinic acid,kg,1,12.3187177308634,12.24214720149117,0.0572890715760177,0.0192814577962197,5.2989521912123534e-08,14.77093727294519,11.21738392499496
"acetic acid production, from naphtha oxidation",IN,acetic acid,kg,1,3.842333195393814,3.829040052574571,0.0105479974421134,0.0027451453771298,1.261886015812977e-08,4.541637378415238,3.535359011298389
"acetic acid production, from naphtha oxidation",IN,butyric acid,kg,1,10.59877786748912,10.56210976487094,0.029095832180776,0.0075722704374111,3.4808146237102664e-08,12.52775417452446,9.752013408805157
"acetic acid production, from naphtha oxidation",IN,formic acid,kg,1,5.09820996529014,5.080571923573109,0.0139956383110407,0.0036424034059907,1.674336798430307e-08,6.026083570557605,4.690900457015789
"acetic acid production, from naphtha oxidation",IN,propionic acid,kg,1,10.21079162803051,10.17546582349808,0.0280307298970147,0.0072950746354134,3.35339350091735e-08,12.06915448578627,9.395024418476536
"acetic acid production, from naphtha oxidation",IN,succinic acid,kg,1,16.17868017767638,16.12270754456728,0.044413815370171,0.0115588177389335,5.313347185766398e-08,19.12319803926577,14.88612253243189
"acetic acid production, from naphtha oxidation",RER,acetic acid,kg,1,2.592529638052987,2.577988297001989,0.0132296725383217,0.0013116685126754,1.24151763689941e-08,3.204567492679522,2.313059561163201
"acetic acid production, from naphtha oxidation",RER,butyric acid,kg,1,7.151291767602513,7.111180607050462,0.0364930247749947,0.0036181357770565,3.424630031523905e-08,8.8395506816024,6.380395253704176
"acetic acid production, from naphtha oxidation",RER,formic acid,kg,1,3.43990480884807,3.420610592005098,0.0175538260068785,0.0017403908360929,1.647310960983842e-08,4.251988855419667,3.069089197982268
"acetic acid production, from naphtha oxidation",RER,propionic acid,kg,1,6.889506603796575,6.850863780305406,0.03515713571062,0.0034856877805477,3.299265641017404e-08,8.515963936947728,6.146830064236653
"acetic acid production, from naphtha oxidation",RER,succinic acid,kg,1,10.91620786960603,10.85497952363629,0.0557053826330015,0.0055229633367412,5.2275832836205124e-08,13.49327867609006,9.739460106384762
"acetic acid production, from naphtha oxidation",UN-EASIA,acetic acid,kg,1,3.211302269867411,3.216652366534635,-0.0061312609270909,0.0007811642598671,1.2345510592952161e-08,3.883741084547682,2.933505305412335
