activity_name,geography,reference_product_name,kmeans_cluster,agglomerative_cluster,dbscan_cluster
"NMC532 oxide production, for Li-ion battery",RoW,NMC532 oxide,4,4,0
"NMC622 hydroxide production, for Li-ion battery",CN,NMC622 hydroxide,4,4,0
"NMC622 hydroxide production, for Li-ion battery",CN,"sodium sulfate, anhydrite",0,1,0
"NMC622 hydroxide production, for Li-ion battery",RoW,NMC622 hydroxide,4,4,0
"NMC622 hydroxide production, for Li-ion battery",RoW,"sodium sulfate, anhydrite",0,1,0
"NMC622 oxide production, for Li-ion battery",CN,NMC622 oxide,4,4,0
"NMC622 oxide production, for Li-ion battery",RoW,NMC622 oxide,4,4,0
"NMC811 hydroxide production, for Li-ion battery",CN,NMC811 hydroxide,4,4,0
"NMC811 hydroxide production, for Li-ion battery",CN,"sodium sulfate, anhydrite",0,1,0
"NMC811 hydroxide production, for Li-ion battery",RoW,NMC811 hydroxide,4,4,0
"NMC811 hydroxide production, for Li-ion battery",RoW,"sodium sulfate, anhydrite",0,1,0
"NMC811 oxide production, for Li-ion battery",CN,NMC811 oxide,4,4,0
"NMC811 oxide production, for Li-ion battery",RoW,NMC811 oxide,4,4,0
NPK (15-15-15) fertiliser production,CN,NPK (15-15-15) fertiliser,0,1,0
NPK (15-15-15) fertiliser production,RoW,NPK (15-15-15) fertiliser,0,1,0
NPK (15-15-15) fertiliser production,RER,NPK (15-15-15) fertiliser,0,1,0
NPK (15-15-15) fertiliser production,RNA,NPK (15-15-15) fertiliser,0,1,0
NPK (26-15-15) fertiliser production,CN,NPK (26-15-15) fertiliser,4,4,0
NPK (26-15-15) fertiliser production,RoW,NPK (26-15-15) fertiliser,4,4,0
NPK (26-15-15) fertiliser production,RER,NPK (26-15-15) fertiliser,0,1,0
NPK (26-15-15) fertiliser production,RNA,NPK (26-15-15) fertiliser,4,1,0
"PS/ABS, pellets, recycled to generic market for polystyrene, high impact",RER,"polystyrene, high impact",0,1,0
[sulfonyl]urea-compound production,RoW,[sulfonyl]urea-compound,4,4,0
[sulfonyl]urea-compound production,RER,[sulfonyl]urea-compound,4,4,0
[thio]carbamate-compound production,RoW,[thio]carbamate-compound,4,4,0
[thio]carbamate-compound production,RER,[thio]carbamate-compound,4,4,0
"abrasive blasting, alumina, carbon steel substrate",GLO,"abrasive blasting, alumina, carbon steel substrate",4,4,0
"absorption chiller production, 100kW",CH,"absorption chiller, 100kW",4,4,0
"absorption chiller production, 100kW",RoW,"absorption chiller, 100kW",4,4,0
"acetaldehyde production, ethylene oxidation",RoW,acetaldehyde,4,4,0
"acetaldehyde production, ethylene oxidation",RER,acetaldehyde,0,1,0
"acetamide-anillide-compound production, unspecified",RoW,"acetamide-anillide-compound, unspecified",4,4,0
"acetamide-anillide-compound production, unspecified",RER,"acetamide-anillide-compound, unspecified",4,4,0
acetanilide production,RoW,acetanilide,4,4,0
acetanilide production,RER,acetanilide,4,4,0
"acetic acid production, from acetaldehyde oxidation",RoW,acetic acid,4,4,0
"acetic acid production, from acetaldehyde oxidation",RoW,methyl acetate,4,4,0
"acetic acid production, from acetaldehyde oxidation",IN,acetic acid,4,4,0
"acetic acid production, from acetaldehyde oxidation",IN,methyl acetate,4,4,0
"acetic acid production, from acetaldehyde oxidation",RER,acetic acid,4,4,0
"acetic acid production, from acetaldehyde oxidation",RER,methyl acetate,4,4,0
"acetic acid production, from acetaldehyde oxidation",UN-EASIA,acetic acid,4,4,0
"acetic acid production, from acetaldehyde oxidation",UN-EASIA,methyl acetate,4,4,0
"acetic acid production, from acetaldehyde oxidation",US,acetic acid,4,4,0
"acetic acid production, from acetaldehyde oxidation",US,methyl acetate,4,4,0
"acetic acid production, from high-pressure methanol carbonylation",RoW,acetic acid,4,4,0
"acetic acid production, from high-pressure methanol carbonylation",IN,acetic acid,4,4,0
"acetic acid production, from high-pressure methanol carbonylation",RER,acetic acid,4,4,0
"acetic acid production, from high-pressure methanol carbonylation",UN-EASIA,acetic acid,4,4,0
"acetic acid production, from high-pressure methanol carbonylation",US,acetic acid,4,4,0
"acetic acid production, from low-pressure methanol carbonylation",RoW,acetic acid,0,1,0
"acetic acid production, from low-pressure methanol carbonylation",RoW,propionic acid,4,4,0
"acetic acid production, from low-pressure methanol carbonylation",IN,acetic acid,0,1,0
"acetic acid production, from low-pressure methanol carbonylation",IN,propionic acid,4,4,0
"acetic acid production, from low-pressure methanol carbonylation",RER,acetic acid,0,1,0
"acetic acid production, from low-pressure methanol carbonylation",RER,propionic acid,4,4,0
"acetic acid production, from low-pressure methanol carbonylation",UN-EASIA,acetic acid,4,4,0
"acetic acid production, from low-pressure methanol carbonylation",UN-EASIA,propionic acid,4,4,0
"acetic acid production, from low-pressure methanol carbonylation",US,acetic acid,0,1,0
"acetic acid production, from low-pressure methanol carbonylation",US,propionic acid,4,4,0
"acetic acid production, from n-butane oxidation",RoW,acetic acid,4,1,0
"acetic acid production, from n-butane oxidation",RoW,"acetone, liquid",4,4,0
"acetic acid production, from n-butane oxidation",RoW,ethyl acetate,4,4,0
"acetic acid production, from n-butane oxidation",RoW,formic acid,4,4,0
"acetic acid production, from n-butane oxidation",RoW,methyl acetate,4,4,0
"acetic acid production, from n-butane oxidation",RoW,methyl ethyl ketone,4,4,0
"acetic acid production, from n-butane oxidation",IN,acetic acid,4,4,0
"acetic acid production, from n-butane oxidation",IN,"acetone, liquid",4,4,0
"acetic acid production, from n-butane oxidation",IN,ethyl acetate,4,4,0
"acetic acid production, from n-butane oxidation",IN,formic acid,4,4,0
"acetic acid production, from n-butane oxidation",IN,methyl acetate,4,4,0
"acetic acid production, from n-butane oxidation",IN,methyl ethyl ketone,4,4,0
"acetic acid production, from n-butane oxidation",RER,acetic acid,0,1,0
"acetic acid production, from n-butane oxidation",RER,"acetone, liquid",4,1,0
"acetic acid production, from n-butane oxidation",RER,ethyl acetate,4,4,0
"acetic acid production, from n-butane oxidation",RER,formic acid,4,4,0
"acetic acid production, from n-butane oxidation",RER,methyl acetate,4,4,0
"acetic acid production, from n-butane oxidation",RER,methyl ethyl ketone,4,4,0
"acetic acid production, from n-butane oxidation",UN-EASIA,acetic acid,4,4,0
"acetic acid production, from n-butane oxidation",UN-EASIA,"acetone, liquid",4,4,0
"acetic acid production, from n-butane oxidation",UN-EASIA,ethyl acetate,4,4,0
"acetic acid production, from n-butane oxidation",UN-EASIA,formic acid,4,4,0
"acetic acid production, from n-butane oxidation",UN-EASIA,methyl acetate,4,4,0
"acetic acid production, from n-butane oxidation",UN-EASIA,methyl ethyl ketone,4,4,0
"acetic acid production, from n-butane oxidation",US,acetic acid,4,1,0
"acetic acid production, from n-butane oxidation",US,"acetone, liquid",4,4,0
"acetic acid production, from n-butane oxidation",US,ethyl acetate,4,4,0
"acetic acid production, from n-butane oxidation",US,formic acid,4,4,0
"acetic acid production, from n-butane oxidation",US,methyl acetate,4,4,0
"acetic acid production, from n-butane oxidation",US,methyl ethyl ketone,4,4,0
"acetic acid production, from naphtha oxidation",RoW,acetic acid,4,4,0
"acetic acid production, from naphtha oxidation",RoW,butyric acid,4,4,0
"acetic acid production, from naphtha oxidation",RoW,formic acid,4,4,0
"acetic acid production, from naphtha oxidation",RoW,propionic acid,4,4,0
"acetic acid production, from naphtha oxidation",RoW,succinic acid,4,4,0
"acetic acid production, from naphtha oxidation",IN,acetic acid,4,4,0
"acetic acid production, from naphtha oxidation",IN,butyric acid,4,4,0
"acetic acid production, from naphtha oxidation",IN,formic acid,4,4,0
"acetic acid production, from naphtha oxidation",IN,propionic acid,4,4,0
"acetic acid production, from naphtha oxidation",IN,succinic acid,4,4,0
"acetic acid production, from naphtha oxidation",RER,acetic acid,4,4,0
"acetic acid production, from naphtha oxidation",RER,butyric acid,4,4,0
"acetic acid production, from naphtha oxidation",RER,formic acid,4,4,0
"acetic acid production, from naphtha oxidation",RER,propionic acid,4,4,0
"acetic acid production, from naphtha oxidation",RER,succinic acid,4,4,0
"acetic acid production, from naphtha oxidation",UN-EASIA,acetic acid,4,4,0
"acetic acid production, from naphtha oxidation",UN-EASIA,butyric acid,4,4,0
"acetic acid production, from naphtha oxidation",UN-EASIA,formic acid,4,4,0
"acetic acid production, from naphtha oxidation",UN-EASIA,propionic acid,4,4,0
"acetic acid production, from naphtha oxidation",UN-EASIA,succinic acid,4,4,0
"acetic acid production, from naphtha oxidation",US,acetic acid,4,4,0
"acetic acid production, from naphtha oxidation",US,butyric acid,4,4,0
"acetic acid production, from naphtha oxidation",US,formic acid,4,4,0
"acetic acid production, from naphtha oxidation",US,propionic acid,4,4,0
"acetic acid production, from naphtha oxidation",US,succinic acid,4,4,0
"acetic anhydride production, acetaldehyde oxidation",RoW,acetic acid,4,4,0
"acetic anhydride production, acetaldehyde oxidation",RoW,acetic anhydride,4,4,0
"acetic anhydride production, acetaldehyde oxidation",RER,acetic acid,4,1,0
"acetic anhydride production, acetaldehyde oxidation",RER,acetic anhydride,4,4,0
"acetic anhydride production, acetic acid pyrolysis, via ketene intermediate",RoW,acetic anhydride,4,4,0
"acetic anhydride production, acetic acid pyrolysis, via ketene intermediate",RER,acetic anhydride,4,4,0
acetoacetic acid production,RoW,acetoacetic acid,4,4,0
acetoacetic acid production,RER,acetoacetic acid,4,4,0
acetone cyanohydrin production,RoW,acetone cyanohydrin,4,4,0
acetone cyanohydrin production,RER,acetone cyanohydrin,4,4,0
"acetone production, from isopropanol",RoW,"acetone, liquid",4,4,0
"acetone production, from isopropanol",RER,"acetone, liquid",4,4,0
acetonitrile to generic market for solvent for chromatography analysis,GLO,solvent for chromatography analysis,4,4,0
acetyl chloride production,RoW,acetyl chloride,4,4,0
acetyl chloride production,RER,acetyl chloride,4,4,0
acetylene production,RoW,acetylene,4,4,0
acetylene production,RER,acetylene,4,4,0
aclonifen production,RoW,aclonifen,4,4,0
aclonifen production,RER,aclonifen,4,4,0
acrolein production,RoW,acrolein,4,4,0
acrolein production,RER,acrolein,4,1,0
"acrylic acid production, propylene oxidation",RoW,acetic acid,0,1,0
"acrylic acid production, propylene oxidation",RoW,acrylic acid,4,4,0
"acrylic acid production, propylene oxidation",RER,acetic acid,0,1,0
"acrylic acid production, propylene oxidation",RER,acrylic acid,4,4,0
"acrylic binder production, with water, in 54% solution state",RoW,"acrylic binder, with water, in 54% solution state",4,4,0
"acrylic binder production, with water, in 54% solution state",RER,"acrylic binder, with water, in 54% solution state",4,1,0
"acrylic dispersion production, with water, in 58% solution state",RoW,"acrylic dispersion, with water, in 58% solution state",4,4,0
"acrylic dispersion production, with water, in 58% solution state",RER,"acrylic dispersion, with water, in 58% solution state",4,4,0
acrylic filler production,RoW,acrylic filler,0,1,0
acrylic filler production,RER,acrylic filler,0,1,0
"acrylic varnish production, with water, in 53% solution state",RoW,"acrylic varnish, with water, in 53% solution state",4,4,0
"acrylic varnish production, with water, in 53% solution state",RER,"acrylic varnish, with water, in 53% solution state",4,4,0
"acrylonitrile production, Sohio process",RoW,acetonitrile,4,4,0
"acrylonitrile production, Sohio process",RoW,acrylonitrile,4,4,0
"acrylonitrile production, Sohio process",RoW,hydrogen cyanide,4,4,0
"acrylonitrile production, Sohio process",RER,acetonitrile,4,4,0
"acrylonitrile production, Sohio process",RER,acrylonitrile,4,4,0
"acrylonitrile production, Sohio process",RER,hydrogen cyanide,4,4,0
acrylonitrile-butadiene-styrene copolymer production,RoW,acrylonitrile-butadiene-styrene copolymer,4,4,0
acrylonitrile-butadiene-styrene copolymer production,RER,acrylonitrile-butadiene-styrene copolymer,4,4,0
"acrylonitrile-butadiene-styrene, pellets, recycled to generic market for acrylonitrile-butadiene-styrene copolymer",RER,acrylonitrile-butadiene-styrene copolymer,4,4,0
activated bentonite production,DE,activated bentonite,0,1,0
activated bentonite production,RoW,activated bentonite,0,1,0
"activated carbon production, granular from hard coal",RoW,"activated carbon, granular",4,4,0
"activated carbon production, granular from hard coal",RER,"activated carbon, granular",4,4,0
activated silica production,GLO,activated silica,0,1,0
activated silica production,GLO,"sodium sulfate, anhydrite",0,1,0
adhesive mortar production,CH,adhesive mortar,0,1,0
adhesive mortar production,RoW,adhesive mortar,0,1,0
"adhesive production, for metal",DE,"adhesive, for metal",4,4,0
"adhesive production, for metal",RoW,"adhesive, for metal",4,4,0
adipic acid production,RoW,adipic acid,4,4,0
adipic acid production,RoW,succinic acid,4,4,0
adipic acid production,RER,adipic acid,4,4,0
adipic acid production,RER,succinic acid,4,4,0
adiponitrile production,RoW,adiponitrile,4,4,0
adiponitrile production,RER,adiponitrile,4,4,0
adobe brick production,EC,adobe brick,0,1,0
adobe brick production,RoW,adobe brick,0,1,0
"agricultural machinery production, tillage",CH,"agricultural machinery, tillage",4,4,0
"agricultural machinery production, tillage",RoW,"agricultural machinery, tillage",4,4,0
"agricultural machinery production, unspecified",CH,"agricultural machinery, unspecified",4,4,0
"agricultural machinery production, unspecified",RoW,"agricultural machinery, unspecified",4,4,0
agricultural trailer production,CH,agricultural trailer,4,4,0
agricultural trailer production,RoW,agricultural trailer,4,4,0
"air compressor production, screw-type compressor, 300kW",RoW,"air compressor, screw-type compressor, 300kW",4,4,0
"air compressor production, screw-type compressor, 300kW",RER,"air compressor, screw-type compressor, 300kW",4,4,0
"air compressor production, screw-type compressor, 4kW",RoW,"air compressor, screw-type compressor, 4kW",4,4,0
"air compressor production, screw-type compressor, 4kW",RER,"air compressor, screw-type compressor, 4kW",4,4,0
"air distribution terminal panel production, steel, 120 m3/h",CH,"air distribution terminal panel, steel, 120 m3/h",4,4,0
"air distribution terminal panel production, steel, 120 m3/h",RoW,"air distribution terminal panel, steel, 120 m3/h",4,4,0
"air filter production, central unit, 600 m3/h",RoW,"air filter, central unit, 600 m3/h",4,1,0
"air filter production, central unit, 600 m3/h",RER,"air filter, central unit, 600 m3/h",0,1,0
"air filter production, decentralized unit, 180-250 m3/h",RoW,"air filter, decentralized unit, 180-250 m3/h",0,1,0
"air filter production, decentralized unit, 180-250 m3/h",RER,"air filter, decentralized unit, 180-250 m3/h",0,1,0
"air filter production, decentralized unit, 250 m3/h",RoW,"air filter, decentralized unit, 250 m3/h",0,1,0
"air filter production, decentralized unit, 250 m3/h",RER,"air filter, decentralized unit, 250 m3/h",0,1,0
"air filter production, in exhaust air valve",RoW,"air filter, in exhaust air valve",0,1,0
"air filter production, in exhaust air valve",RER,"air filter, in exhaust air valve",0,1,0
"air input/output unit production, heat and power co-generation unit, 160kW electrical",RoW,"air input/output unit, heat and power co-generation unit, 160kW electrical",4,4,0
"air input/output unit production, heat and power co-generation unit, 160kW electrical",RER,"air input/output unit, heat and power co-generation unit, 160kW electrical",4,4,0
air separation facility construction,RoW,air separation facility,3,7,0
air separation facility construction,RER,air separation facility,3,7,0
"aircraft production, agricultural",GLO,"aircraft, agricultural",4,4,0
"aircraft production, belly-freight aircraft, long haul",GLO,"aircraft, belly freight, long haul",3,7,0
"aircraft production, belly-freight aircraft, medium haul",GLO,"aircraft, belly freight, medium haul",3,4,0
"aircraft production, belly-freight aircraft, short haul",GLO,"aircraft, belly freight, short haul",4,4,0
"aircraft production, belly-freight aircraft, very short haul",GLO,"aircraft, belly freight, very short haul",4,4,0
"aircraft production, dedicated freight aircraft, long haul",GLO,"aircraft, dedicated freight, long haul",3,7,0
"aircraft production, dedicated freight aircraft, medium haul",GLO,"aircraft, dedicated freight, medium haul",3,7,0
"aircraft production, dedicated freight aircraft, short haul",GLO,"aircraft, dedicated freight, short haul",3,7,0
"aircraft production, dedicated freight aircraft, very short haul",GLO,"aircraft, dedicated freight, very short haul",3,7,0
"aircraft production, passenger aircraft, long haul",GLO,"aircraft, passenger, long haul",3,7,0
"aircraft production, passenger aircraft, medium haul",GLO,"aircraft, passenger, medium haul",4,4,0
"aircraft production, passenger aircraft, short haul",GLO,"aircraft, passenger, short haul",4,4,0
"aircraft production, passenger aircraft, very short haul",GLO,"aircraft, passenger, very short haul",4,4,0
airport construction,RoW,airport,7,3,-1
airport construction,RER,airport,7,3,-1
"alfalfa-grass mixture production, Swiss integrated production",CH,"alfalfa-grass mixture, Swiss integrated production",0,1,0
alfalfa/grass silage production,CA-QC,alfalfa-grass silage,0,1,0
alfalfa/grass silage production,RoW,alfalfa-grass silage,0,1,0
alfalfa/grass silage production,ZA,alfalfa-grass silage,0,1,0
"alkyd paint production, white, solvent-based, product in 60% solution state",RoW,"alkyd paint, white, without solvent, in 60% solution state",4,4,0
"alkyd paint production, white, solvent-based, product in 60% solution state",RER,"alkyd paint, white, without solvent, in 60% solution state",4,4,0
"alkyd paint production, white, water-based, product in 60% solution state",RoW,"alkyd paint, white, without water, in 60% solution state",4,4,0
"alkyd paint production, white, water-based, product in 60% solution state",RER,"alkyd paint, white, without water, in 60% solution state",4,4,0
"alkyd resin production, long oil, product in 70% white spirit solution state",RoW,"alkyd resin, long oil, without solvent, in 70% white spirit solution state",4,4,0
"alkyd resin production, long oil, product in 70% white spirit solution state",RER,"alkyd resin, long oil, without solvent, in 70% white spirit solution state",4,4,0
alkyl sulfate (C12-14) production,GLO,alkyl sulfate (C12-14),4,4,0
"alkylbenzene production, linear",CA-QC,"alkylbenzene, linear",0,1,0
"alkylbenzene production, linear",RoW,"alkylbenzene, linear",0,1,0
"alkylbenzene production, linear",RER,"alkylbenzene, linear",0,1,0
"alkylbenzene sulfonate production, linear, petrochemical",RoW,"alkylbenzene sulfonate, linear, petrochemical",0,1,0
"alkylbenzene sulfonate production, linear, petrochemical",RER,"alkylbenzene sulfonate, linear, petrochemical",0,1,0
"alkylketene dimer sizing agent production, for paper production",RoW,"alkylketene dimer sizing agent, for paper production",0,1,0
"alkylketene dimer sizing agent production, for paper production",RER,"alkylketene dimer sizing agent, for paper production",0,1,0
"allyl chloride production, reaction of propylene and chlorine",RoW,"1,3-dichloropropene",0,1,0
"allyl chloride production, reaction of propylene and chlorine",RoW,allyl chloride,4,4,0
"allyl chloride production, reaction of propylene and chlorine",RoW,"hydrochloric acid, without water, in 30% solution state",0,1,0
"allyl chloride production, reaction of propylene and chlorine",RER,"1,3-dichloropropene",0,1,0
"allyl chloride production, reaction of propylene and chlorine",RER,allyl chloride,0,1,0
"allyl chloride production, reaction of propylene and chlorine",RER,"hydrochloric acid, without water, in 30% solution state",0,1,0
almond production,CN,almond,0,1,0
almond production,RoW,almond,0,1,0
almond production,US,almond,0,1,0
alpha-naphthol production,RoW,alpha-naphthol,4,4,0
alpha-naphthol production,RoW,sodium hydrogen sulfite,0,1,0
alpha-naphthol production,RER,alpha-naphthol,4,4,0
alpha-naphthol production,RER,sodium hydrogen sulfite,0,1,0
alpha-picoline production,RoW,alpha-picoline,4,4,0
alpha-picoline production,RER,alpha-picoline,4,4,0
alumina saggar production,GLO,alumina saggar,0,1,0
"aluminium alloy production, AlLi",CA-QC,"aluminium alloy, AlLi",4,4,0
"aluminium alloy production, AlLi",CA-QC,"copper, cathode",4,4,0
"aluminium alloy production, AlLi",RoW,"aluminium alloy, AlLi",4,4,0
"aluminium alloy production, AlLi",RoW,"copper, cathode",4,4,0
"aluminium alloy production, AlMg3",RoW,"aluminium alloy, AlMg3",4,4,0
"aluminium alloy production, AlMg3",RER,"aluminium alloy, AlMg3",4,4,0
"aluminium alloy production, Metallic Matrix Composite",CA-QC,"aluminium alloy, metal matrix composite",4,4,0
"aluminium alloy production, Metallic Matrix Composite",CA-QC,"copper, cathode",4,4,0
"aluminium alloy production, Metallic Matrix Composite",RoW,"aluminium alloy, metal matrix composite",4,4,0
"aluminium alloy production, Metallic Matrix Composite",RoW,"copper, cathode",4,4,0
"aluminium around steel bi-metal stranded cable production, 3x3.67mm external diameter wire",CA-QC,"aluminium around steel bi-metal stranded cable, 3x3.67mm external diameter wire",0,1,0
"aluminium around steel bi-metal stranded cable production, 3x3.67mm external diameter wire",RoW,"aluminium around steel bi-metal stranded cable, 3x3.67mm external diameter wire",0,1,0
"aluminium around steel bi-metal wire production, 3.67 mm external diameter",CA-QC,"aluminium around steel bi-metal wire, 3.67mm external diameter",0,1,0
"aluminium around steel bi-metal wire production, 3.67 mm external diameter",RoW,"aluminium around steel bi-metal wire, 3.67mm external diameter",0,1,0
aluminium casting facility construction,RoW,aluminium casting facility,3,7,0
aluminium casting facility construction,RER,aluminium casting facility,3,7,0
aluminium chloride production,GLO,aluminium chloride,4,4,0
"aluminium collector foil production, for Li-ion battery",GLO,"aluminium collector foil, for Li-ion battery",4,4,0
"aluminium drilling, computer numerical controlled",RoW,"aluminium removed by drilling, computer numerical controlled",4,4,0
"aluminium drilling, computer numerical controlled",RER,"aluminium removed by drilling, computer numerical controlled",4,4,0
"aluminium drilling, conventional",RoW,"aluminium removed by drilling, conventional",4,4,0
"aluminium drilling, conventional",RER,"aluminium removed by drilling, conventional",4,4,0
aluminium electrolysis facility construction,RoW,aluminium electrolysis facility,3,7,0
aluminium electrolysis facility construction,RER,aluminium electrolysis facility,3,7,0
aluminium fluoride production,RoW,aluminium fluoride,0,1,0
aluminium fluoride production,RER,aluminium fluoride,0,1,0
aluminium hydroxide factory construction,RoW,aluminium hydroxide factory,3,7,0
aluminium hydroxide factory construction,RER,aluminium hydroxide factory,3,7,0
aluminium hydroxide production,CN,aluminium hydroxide,0,1,0
aluminium hydroxide production,CN,"gallium, in Bayer liquor from aluminium production",4,4,0
aluminium hydroxide production,"IAI Area, Asia, without China and GCC",aluminium hydroxide,0,1,0
aluminium hydroxide production,"IAI Area, EU27 & EFTA",aluminium hydroxide,0,1,0
aluminium hydroxide production,"IAI Area, Russia & RER w/o EU27 & EFTA",aluminium hydroxide,0,1,0
aluminium hydroxide production,"IAI Area, South America",aluminium hydroxide,0,1,0
aluminium hydroxide production,RNA,aluminium hydroxide,0,1,0
aluminium hydroxide production,RoW,aluminium hydroxide,0,1,0
aluminium hydroxide production,UN-OCEANIA,aluminium hydroxide,0,1,0
"aluminium ingot, primary, to aluminium, cast alloy market",GLO,"aluminium, cast alloy",4,4,0
"aluminium ingot, primary, to aluminium, wrought alloy market",GLO,"aluminium, wrought alloy",4,4,0
aluminium melting furnace production,RoW,aluminium melting furnace,3,7,0
aluminium melting furnace production,RER,aluminium melting furnace,3,7,0
"aluminium milling, average",RoW,"aluminium removed by milling, average",4,4,0
"aluminium milling, average",RER,"aluminium removed by milling, average",4,4,0
"aluminium milling, dressing",RoW,"aluminium removed by milling, dressing",4,4,0
"aluminium milling, dressing",RER,"aluminium removed by milling, dressing",4,4,0
"aluminium milling, large parts",RoW,"aluminium removed by milling, large parts",4,4,0
"aluminium milling, large parts",RER,"aluminium removed by milling, large parts",4,4,0
"aluminium milling, small parts",RoW,"aluminium removed by milling, small parts",4,4,0
"aluminium milling, small parts",RER,"aluminium removed by milling, small parts",4,4,0
aluminium oxide factory construction,RoW,aluminium oxide factory,3,7,0
aluminium oxide factory construction,RER,aluminium oxide factory,3,7,0
aluminium oxide production,CN,"aluminium oxide, metallurgical",4,4,0
aluminium oxide production,CN,"aluminium oxide, non-metallurgical",4,4,0
aluminium oxide production,"IAI Area, Asia, without China and GCC","aluminium oxide, metallurgical",4,4,0
aluminium oxide production,"IAI Area, Asia, without China and GCC","aluminium oxide, non-metallurgical",4,4,0
aluminium oxide production,"IAI Area, EU27 & EFTA","aluminium oxide, metallurgical",0,1,0
aluminium oxide production,"IAI Area, EU27 & EFTA","aluminium oxide, non-metallurgical",0,1,0
aluminium oxide production,"IAI Area, Russia & RER w/o EU27 & EFTA","aluminium oxide, metallurgical",0,1,0
aluminium oxide production,"IAI Area, Russia & RER w/o EU27 & EFTA","aluminium oxide, non-metallurgical",0,1,0
aluminium oxide production,"IAI Area, South America","aluminium oxide, metallurgical",0,1,0
aluminium oxide production,"IAI Area, South America","aluminium oxide, non-metallurgical",0,1,0
aluminium oxide production,RNA,"aluminium oxide, metallurgical",0,1,0
aluminium oxide production,RNA,"aluminium oxide, non-metallurgical",0,1,0
aluminium oxide production,UN-OCEANIA,"aluminium oxide, metallurgical",0,1,0
aluminium oxide production,UN-OCEANIA,"aluminium oxide, non-metallurgical",0,1,0
"aluminium oxide, metallurgical, import from Northern America","IAI Area, EU27 & EFTA","aluminium oxide, metallurgical",0,1,0
"aluminium oxide, metallurgical, import from Rest of Europe","IAI Area, EU27 & EFTA","aluminium oxide, metallurgical",0,1,0
"aluminium oxide, metallurgical, import from South America","IAI Area, EU27 & EFTA","aluminium oxide, metallurgical",0,1,0
"aluminium oxide, non-metallurgical to generic market for refractory material, acid",RoW,"refractory material, acid",0,1,0
"aluminium oxide, non-metallurgical to generic market for refractory material, acid","IAI Area, EU27 & EFTA","refractory material, acid",0,1,0
"aluminium production, primary, cast alloy slab from continuous casting",CA-QC,"aluminium, primary, cast alloy slab from continuous casting",4,4,0
"aluminium production, primary, cast alloy slab from continuous casting",RoW,"aluminium, primary, cast alloy slab from continuous casting",4,4,0
"aluminium production, primary, ingot",CA,"aluminium, primary, ingot",4,4,0
"aluminium production, primary, ingot",CN,"aluminium, primary, ingot",4,4,0
"aluminium production, primary, ingot","IAI Area, Africa","aluminium, primary, ingot",4,4,0
"aluminium production, primary, ingot","IAI Area, Asia, without China and GCC","aluminium, primary, ingot",4,4,0
"aluminium production, primary, ingot","IAI Area, EU27 & EFTA","aluminium, primary, ingot",4,4,0
"aluminium production, primary, ingot","IAI Area, Gulf Cooperation Council","aluminium, primary, ingot",4,4,0
"aluminium production, primary, ingot","IAI Area, Russia & RER w/o EU27 & EFTA","aluminium, primary, ingot",4,4,0
"aluminium production, primary, ingot","IAI Area, South America","aluminium, primary, ingot",4,4,0
"aluminium production, primary, ingot",RoW,"aluminium, primary, ingot",4,4,0
"aluminium production, primary, ingot",UN-OCEANIA,"aluminium, primary, ingot",4,4,0
"aluminium production, primary, liquid, Söderberg","IAI Area, Asia, without China and GCC","aluminium, primary, liquid",4,4,0
"aluminium production, primary, liquid, Söderberg","IAI Area, EU27 & EFTA","aluminium, primary, liquid",4,4,0
"aluminium production, primary, liquid, Söderberg","IAI Area, Russia & RER w/o EU27 & EFTA","aluminium, primary, liquid",4,4,0
"aluminium production, primary, liquid, Söderberg","IAI Area, South America","aluminium, primary, liquid",4,4,0
"aluminium production, primary, liquid, Söderberg",RoW,"aluminium, primary, liquid",4,4,0
"aluminium production, primary, liquid, prebake",CA,"aluminium, primary, liquid",4,4,0
"aluminium production, primary, liquid, prebake",CN,"aluminium, primary, liquid",4,4,0
"aluminium production, primary, liquid, prebake","IAI Area, Africa","aluminium, primary, liquid",4,4,0
"aluminium production, primary, liquid, prebake","IAI Area, Asia, without China and GCC","aluminium, primary, liquid",4,4,0
"aluminium production, primary, liquid, prebake","IAI Area, EU27 & EFTA","aluminium, primary, liquid",4,4,0
"aluminium production, primary, liquid, prebake","IAI Area, Gulf Cooperation Council","aluminium, primary, liquid",4,4,0
"aluminium production, primary, liquid, prebake","IAI Area, Russia & RER w/o EU27 & EFTA","aluminium, primary, liquid",4,4,0
"aluminium production, primary, liquid, prebake","IAI Area, South America","aluminium, primary, liquid",4,4,0
"aluminium production, primary, liquid, prebake",RoW,"aluminium, primary, liquid",4,4,0
"aluminium production, primary, liquid, prebake",UN-OCEANIA,"aluminium, primary, liquid",4,4,0
"aluminium scrap, new, Recycled Content cut-off",GLO,"aluminium scrap, new",0,1,0
"aluminium scrap, post-consumer, Recycled Content cut-off",GLO,"aluminium scrap, post-consumer",0,1,0
"aluminium scrap, post-consumer, prepared for melting, Recycled Content cut-off",GLO,"aluminium scrap, post-consumer, prepared for melting",0,1,0
"aluminium sulfate production, powder",RoW,"aluminium sulfate, powder",0,1,0
"aluminium sulfate production, powder",RER,"aluminium sulfate, powder",0,1,0
"aluminium sulfate production, without water, in 4.33% aluminium solution state",CA-QC,"aluminium sulfate, without water, in 4.33% aluminium solution state",0,1,0
